bug_id,hunk_count,pair_count,avg_lexical,avg_ast,avg_file,avg_divergence
Chart_14,4,6,0.0,0.666667,0.666667,0.0
Chart_15,2,1,0.6,0.3931,0.0,0.2359
Chart_16,2,1,1.0,0.7245,0.0,0.7245
Chart_18,3,3,1.0,0.907233,0.666667,0.907233
Chart_19,2,1,0.0,0.0,0.0,0.0
Chart_2,2,1,0.1429,0.7846,0.0,0.1121
Chart_21,3,3,0.982467,0.333333,0.0,0.324567
Chart_22,4,6,0.97385,0.454633,0.0,0.447317
Chart_25,6,15,0.666667,0.27716,0.0,0.235787
Chart_4,2,1,1.0,0.0,0.0,0.0
Cli_1,10,45,0.986776,0.49418,0.0,0.488087
Cli_10,2,1,1.0,0.4255,0.0,0.4255
Cli_13,3,3,1.0,1.0,1.0,1.0
Cli_14,2,1,0.6667,0.5566,0.0,0.3711
Cli_16,6,15,1.0,0.866667,0.866667,0.866667
Cli_18,3,3,1.0,0.582533,0.0,0.582533
Cli_21,6,15,0.9942,0.780053,0.733333,0.774253
Cli_22,7,21,0.978838,0.614829,0.0,0.607776
Cli_23,2,1,1.0,0.8039,0.0,0.8039
Cli_26,2,1,1.0,0.7831,0.0,0.7831
Cli_30,2,1,0.1,1.0,1.0,0.1
Cli_31,3,3,1.0,1.0,1.0,1.0
Cli_33,2,1,1.0,0.4362,0.0,0.4362
Cli_34,2,1,1.0,1.0,1.0,1.0
Cli_36,3,3,1.0,0.8019,0.666667,0.8019
Cli_39,2,1,1.0,0.7819,0.0,0.7819
Cli_7,2,1,1.0,0.3667,0.0,0.3667
Closure_100,2,1,1.0,0.4362,0.0,0.4362
Closure_103,2,1,1.0,1.0,1.0,1.0
Closure_105,2,1,1.0,0.5321,0.0,0.5321
Closure_106,2,1,1.0,1.0,1.0,1.0
Closure_108,4,6,1.0,0.28895,0.0,0.28895
Closure_110,6,15,0.990473,0.688913,0.333333,0.681453
Closure_115,2,1,1.0,0.738,0.0,0.738
Closure_116,2,1,1.0,0.0,0.0,0.0
Closure_117,2,1,0.0,0.3372,0.0,0.0
Closure_134,6,15,0.993333,0.77756,0.333333,0.770893
Closure_135,3,3,1.0,0.666667,0.666667,0.666667
Closure_136,2,1,0.9333,1.0,1.0,0.9333
Closure_137,10,45,0.97732,0.696573,0.511111,0.687276
Closure_138,3,3,1.0,0.874667,0.666667,0.874667
Closure_139,4,6,0.981483,0.23435,0.0,0.23435
Closure_140,3,3,0.904767,0.277333,0.0,0.237733
Closure_141,3,3,0.946667,0.777767,0.666667,0.76
Closure_142,3,3,1.0,0.666667,0.666667,0.666667
Closure_143,2,1,1.0,1.0,1.0,1.0
Closure_144,9,36,0.996825,0.829181,0.75,0.826006
Closure_147,2,1,1.0,1.0,1.0,1.0
Closure_148,16,120,0.966153,0.504151,0.125,0.492388
Closure_149,7,21,0.986329,0.863833,0.809524,0.854052
Closure_151,3,3,1.0,0.0,0.0,0.0
Closure_153,12,66,0.99163,0.862767,0.484848,0.856002
Closure_154,6,15,0.976013,0.809487,0.6,0.7855
Closure_155,7,21,0.9807,0.78231,0.714286,0.769152
Closure_156,7,21,0.949205,0.508519,0.0,0.484238
Closure_157,7,21,0.989419,0.932248,0.761905,0.921667
Closure_158,11,55,0.965196,0.684276,0.563636,0.671302
Closure_16,2,1,1.0,0.7545,0.0,0.7545
Closure_160,2,1,1.0,0.3297,0.0,0.3297
Closure_162,6,15,0.969167,0.607373,0.333333,0.594973
Closure_163,18,153,0.976199,0.637873,0.111111,0.625545
Closure_164,2,1,1.0,0.0,0.0,0.0
Closure_165,10,45,0.956087,0.833898,0.711111,0.796944
Closure_167,6,15,1.0,0.792633,0.333333,0.792633
Closure_169,21,210,0.997619,0.916415,0.77619,0.915277
Closure_171,2,1,1.0,1.0,1.0,1.0
Closure_173,2,1,1.0,1.0,1.0,1.0
Closure_174,7,21,1.0,0.8474,0.666667,0.8474
Closure_175,4,6,1.0,0.48295,0.0,0.48295
Closure_176,3,3,1.0,0.656533,0.0,0.656533
Closure_21,2,1,1.0,0.5714,0.0,0.5714
Closure_24,2,1,1.0,0.8843,0.0,0.8843
Closure_25,2,1,1.0,0.4393,0.0,0.4393
Closure_26,3,3,1.0,0.0,0.0,0.0
Closure_27,3,3,1.0,0.514133,0.0,0.514133
Closure_29,3,3,1.0,0.0,0.0,0.0
Closure_3,3,3,1.0,0.521767,0.0,0.521767
Closure_30,4,6,1.0,0.715333,0.5,0.715333
Closure_32,4,6,0.977783,0.430617,0.0,0.417817
Closure_34,3,3,1.0,0.920567,0.666667,0.920567
Closure_37,2,1,1.0,1.0,1.0,1.0
Closure_39,2,1,1.0,0.8538,0.0,0.8538
Closure_4,2,1,0.0,0.6392,0.0,0.0
Closure_41,2,1,0.7778,0.0,0.0,0.0
Closure_43,3,3,1.0,0.362,0.0,0.362
Closure_45,3,3,1.0,0.6359,0.0,0.6359
Closure_47,2,1,1.0,1.0,1.0,1.0
Closure_49,3,3,0.952367,0.525567,0.0,0.501767
Closure_50,2,1,1.0,0.5377,0.0,0.5377
Closure_51,2,1,1.0,0.4628,0.0,0.4628
Closure_53,2,1,1.0,0.0,0.0,0.0
Closure_54,3,3,1.0,0.912,0.666667,0.912
Closure_6,3,3,0.580967,0.611933,0.0,0.328333
Closure_60,2,1,1.0,0.5218,0.0,0.5218
Closure_64,2,1,1.0,0.6594,0.0,0.6594
Closure_68,3,3,1.0,0.511867,0.0,0.511867
Closure_72,2,1,1.0,1.0,1.0,1.0
Closure_74,2,1,1.0,0.3413,0.0,0.3413
Closure_75,2,1,1.0,0.5218,0.0,0.5218
Closure_76,4,6,0.986117,0.661817,0.0,0.65105
Closure_79,2,1,1.0,1.0,1.0,1.0
Closure_80,2,1,0.0,0.0,0.0,0.0
Closure_84,3,3,0.958333,0.0,0.0,0.0
Closure_85,3,3,0.933333,0.620433,0.0,0.595567
Closure_89,2,1,1.0,1.0,1.0,1.0
Closure_9,2,1,1.0,0.5064,0.0,0.5064
Closure_90,2,1,1.0,1.0,1.0,1.0
Closure_98,3,3,0.9608,0.0,0.0,0.0
Closure_99,2,1,1.0,0.6206,0.0,0.6206
Codec_1,3,3,1.0,1.0,1.0,1.0
Codec_11,7,21,0.965748,0.347252,0.0,0.345124
Codec_12,2,1,0.8621,0.0,0.0,0.0
Codec_13,3,3,0.973333,0.801233,0.666667,0.774567
Codec_14,5,10,1.0,0.84367,0.7,0.84367
Codec_6,3,3,1.0,0.4672,0.0,0.4672
Codec_8,2,1,1.0,1.0,1.0,1.0
Collections_25,3,3,0.333333,0.6496,0.0,0.216533
Compress_10,2,1,1.0,0.3899,0.0,0.3899
Compress_11,2,1,1.0,0.0,0.0,0.0
Compress_2,6,15,0.938893,0.3548,0.0,0.343253
Compress_20,6,15,0.766667,0.5973,0.0,0.457927
Compress_22,7,21,0.857143,0.607743,0.0,0.5106
Compress_29,14,91,0.67033,0.933085,0.923077,0.603414
Compress_3,4,6,1.0,0.0,0.0,0.0
Compress_33,3,3,1.0,0.666667,0.666667,0.666667
Compress_34,2,1,1.0,0.5,0.0,0.5
Compress_35,2,1,1.0,0.736,0.0,0.736
Compress_39,2,1,1.0,0.4362,0.0,0.4362
Compress_4,4,6,1.0,1.0,1.0,1.0
Compress_40,3,3,0.9753,0.555133,0.0,0.543067
Compress_42,2,1,1.0,1.0,1.0,1.0
Compress_43,4,6,1.0,0.567,0.0,0.567
Compress_47,3,3,1.0,0.425467,0.0,0.425467
Compress_6,2,1,1.0,0.4362,0.0,0.4362
Compress_9,2,1,1.0,0.4255,0.0,0.4255
Csv_13,2,1,1.0,1.0,1.0,1.0
Csv_16,4,6,0.94445,0.208,0.0,0.1849
Csv_7,2,1,1.0,0.0,0.0,0.0
Csv_8,2,1,1.0,0.4708,0.0,0.4708
Gson_1,2,1,1.0,0.0,0.0,0.0
Gson_14,2,1,0.25,0.5565,0.0,0.1391
Gson_3,2,1,1.0,0.517,0.0,0.517
Gson_4,12,66,0.624459,0.759905,0.30303,0.514436
Gson_7,2,1,0.0,0.618,0.0,0.0
Gson_8,5,10,0.7,0.0,0.0,0.0
Gson_9,3,3,0.791667,1.0,1.0,0.791667
JacksonCore_1,3,3,0.818167,0.843733,0.666667,0.747133
JacksonCore_10,2,1,1.0,0.6045,0.0,0.6045
JacksonCore_12,8,28,0.668196,0.5821,0.25,0.450007
JacksonCore_16,3,3,1.0,0.258533,0.0,0.258533
JacksonCore_17,3,3,0.9697,0.5962,0.0,0.584167
JacksonCore_18,4,6,0.9,0.833333,0.833333,0.733333
JacksonCore_19,2,1,0.0,1.0,1.0,0.0
JacksonCore_2,8,28,0.842854,0.617986,0.535714,0.515604
JacksonCore_21,2,1,1.0,0.0,0.0,0.0
JacksonCore_22,7,21,0.952381,0.851762,0.0,0.806462
JacksonCore_24,4,6,0.979167,0.884067,0.666667,0.871133
JacksonCore_9,6,15,0.0,0.8,0.8,0.0
JacksonDatabind_10,5,10,0.87142,0.47062,0.4,0.45297
JacksonDatabind_103,26,325,0.990769,0.988473,0.966154,0.980778
JacksonDatabind_104,3,3,0.897733,0.5377,0.0,0.4804
JacksonDatabind_105,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_108,2,1,1.0,0.4255,0.0,0.4255
JacksonDatabind_109,5,10,0.99565,0.6,0.6,0.6
JacksonDatabind_110,3,3,1.0,0.413733,0.0,0.413733
JacksonDatabind_111,9,36,0.833347,0.971683,0.944444,0.805031
JacksonDatabind_13,2,1,0.0,1.0,1.0,0.0
JacksonDatabind_14,2,1,1.0,0.5499,0.0,0.5499
JacksonDatabind_15,11,55,0.914976,0.784813,0.618182,0.744938
JacksonDatabind_18,9,36,0.972372,0.513983,0.0,0.499378
JacksonDatabind_20,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_21,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_22,12,66,0.938438,0.500067,0.30303,0.465321
JacksonDatabind_23,7,21,0.575138,0.363029,0.0,0.181848
JacksonDatabind_25,4,6,1.0,1.0,1.0,1.0
JacksonDatabind_29,2,1,0.4286,0.0,0.0,0.0
JacksonDatabind_3,2,1,1.0,0.8809,0.0,0.8809
JacksonDatabind_30,6,15,0.933333,0.533333,0.533333,0.533333
JacksonDatabind_31,13,78,0.956936,0.542841,0.0,0.521131
JacksonDatabind_32,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_36,2,1,0.8182,0.0,0.0,0.0
JacksonDatabind_38,6,15,0.8836,0.900513,0.8,0.784113
JacksonDatabind_4,4,6,0.666667,0.0,0.0,0.0
JacksonDatabind_41,2,1,0.75,0.5721,0.0,0.4291
JacksonDatabind_43,2,1,1.0,0.4283,0.0,0.4283
JacksonDatabind_48,2,1,0.6667,1.0,1.0,0.6667
JacksonDatabind_50,6,15,0.989,0.208,0.0,0.208
JacksonDatabind_52,2,1,1.0,1.0,1.0,1.0
JacksonDatabind_53,7,21,0.96789,0.7052,0.47619,0.682657
JacksonDatabind_54,2,1,1.0,0.705,0.0,0.705
JacksonDatabind_55,3,3,1.0,0.462733,0.0,0.462733
JacksonDatabind_56,2,1,1.0,0.5615,0.0,0.5615
JacksonDatabind_59,4,6,0.792933,1.0,1.0,0.792933
JacksonDatabind_6,2,1,0.8065,0.8843,0.0,0.7131
JacksonDatabind_60,4,6,1.0,0.25665,0.0,0.25665
JacksonDatabind_61,3,3,0.666667,0.666667,0.666667,0.666667
JacksonDatabind_65,3,3,1.0,0.912,0.666667,0.912
JacksonDatabind_66,3,3,1.0,0.304267,0.0,0.304267
JacksonDatabind_68,10,45,0.773973,0.609002,0.0,0.463142
JacksonDatabind_69,6,15,0.933333,0.50838,0.0,0.452713
JacksonDatabind_72,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_73,4,6,1.0,0.8069,0.666667,0.8069
JacksonDatabind_75,3,3,1.0,0.749067,0.0,0.749067
JacksonDatabind_77,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_78,3,3,0.972233,0.0,0.0,0.0
JacksonDatabind_79,4,6,1.0,0.833333,0.833333,0.833333
JacksonDatabind_8,2,1,1.0,0.517,0.0,0.517
JacksonDatabind_80,3,3,0.555533,0.2336,0.0,0.077867
JacksonDatabind_81,7,21,1.0,0.377176,0.0,0.377176
JacksonDatabind_87,8,28,1.0,0.306904,0.0,0.306904
JacksonDatabind_90,2,1,0.8,1.0,1.0,0.8
JacksonDatabind_94,2,1,1.0,0.0,0.0,0.0
JacksonDatabind_95,4,6,1.0,0.884067,0.5,0.884067
JacksonXml_1,2,1,1.0,0.7545,0.0,0.7545
JacksonXml_2,4,6,0.94245,0.26035,0.0,0.241233
JacksonXml_6,2,1,0.9091,0.0,0.0,0.0
Jsoup_11,4,6,0.984133,0.0,0.0,0.0
Jsoup_12,2,1,1.0,0.4,0.0,0.4
Jsoup_14,2,1,1.0,1.0,1.0,1.0
Jsoup_16,3,3,1.0,0.285533,0.0,0.285533
Jsoup_18,2,1,1.0,0.4796,0.0,0.4796
Jsoup_21,3,3,0.955567,0.836033,0.666667,0.7916
Jsoup_22,6,15,0.89428,0.823987,0.733333,0.79144
Jsoup_23,2,1,1.0,1.0,1.0,1.0
Jsoup_28,6,15,0.94906,0.814767,0.733333,0.766107
Jsoup_29,2,1,1.0,0.4708,0.0,0.4708
Jsoup_3,13,78,0.979954,0.760282,0.692308,0.746614
Jsoup_30,3,3,0.9798,0.430933,0.0,0.4199
Jsoup_31,3,3,1.0,1.0,1.0,1.0
Jsoup_36,4,6,1.0,0.595083,0.0,0.595083
Jsoup_4,2,1,1.0,0.0,0.0,0.0
Jsoup_42,2,1,1.0,0.8004,0.0,0.8004
Jsoup_50,2,1,0.9048,0.4307,0.0,0.3897
Jsoup_52,4,6,1.0,0.943483,0.833333,0.943483
Jsoup_56,10,45,0.985184,0.836033,0.8,0.824922
Jsoup_58,4,6,0.979167,0.913267,0.833333,0.892433
Jsoup_59,2,1,1.0,0.0,0.0,0.0
Jsoup_60,2,1,0.7143,1.0,1.0,0.7143
Jsoup_63,5,10,1.0,0.7634,0.4,0.7634
Jsoup_65,3,3,1.0,0.882133,0.666667,0.882133
Jsoup_66,2,1,1.0,0.5779,0.0,0.5779
Jsoup_67,2,1,1.0,0.0,0.0,0.0
Jsoup_7,3,3,1.0,0.0,0.0,0.0
Jsoup_71,3,3,0.9697,0.666667,0.666667,0.636367
Jsoup_73,4,6,1.0,0.434567,0.0,0.434567
Jsoup_74,2,1,1.0,0.6609,0.0,0.6609
Jsoup_78,2,1,1.0,0.5797,0.0,0.5797
Jsoup_79,2,1,1.0,0.0,0.0,0.0
Jsoup_81,2,1,1.0,0.0,0.0,0.0
Jsoup_83,4,6,0.888883,0.727667,0.5,0.727667
Jsoup_87,47,1081,0.977367,0.888011,0.546716,0.868749
Jsoup_91,3,3,0.888867,0.666667,0.666667,0.6111
Jsoup_92,8,28,0.975343,0.824371,0.785714,0.803114
JxPath_1,2,1,1.0,1.0,1.0,1.0
JxPath_11,5,10,0.9,0.80384,0.6,0.70384
JxPath_13,11,55,0.963311,0.657598,0.509091,0.634758
JxPath_15,2,1,1.0,0.8809,0.0,0.8809
JxPath_16,2,1,0.6,1.0,1.0,0.6
JxPath_17,5,10,0.9,0.88832,0.6,0.78832
JxPath_18,4,6,1.0,0.29025,0.0,0.29025
JxPath_19,3,3,0.904767,0.8725,0.666667,0.777267
JxPath_2,4,6,0.916667,0.0,0.0,0.0
JxPath_20,2,1,1.0,0.6616,0.0,0.6616
JxPath_3,4,6,0.833333,0.0,0.0,0.0
JxPath_4,7,21,0.966471,0.755862,0.571429,0.731743
JxPath_7,7,21,0.807929,0.857143,0.857143,0.666657
JxPath_9,5,10,0.88576,0.89175,0.7,0.78174
Lang_13,3,3,1.0,0.467867,0.0,0.467867
Lang_15,2,1,1.0,0.6045,0.0,0.6045
Lang_19,3,3,1.0,0.732067,0.0,0.732067
Lang_20,2,1,0.5,0.5565,0.0,0.2783
Lang_23,2,1,1.0,0.0,0.0,0.0
Lang_27,2,1,1.0,0.624,0.0,0.624
Lang_30,7,21,0.874352,0.577195,0.0,0.509667
Lang_32,4,6,0.908167,0.456267,0.0,0.4192
Lang_34,2,1,1.0,0.5565,0.0,0.5565
Lang_35,2,1,1.0,0.7782,0.0,0.7782
Lang_36,2,1,1.0,0.416,0.0,0.416
Lang_4,3,3,1.0,0.6418,0.0,0.6418
Lang_41,3,3,0.9365,0.4772,0.0,0.4505
Lang_46,7,21,1.0,0.61191,0.0,0.61191
Lang_47,2,1,0.0,0.0,0.0,0.0
Lang_5,2,1,1.0,0.0,0.0,0.0
Lang_50,2,1,0.0,0.494,0.0,0.0
Lang_56,2,1,1.0,0.2127,0.0,0.2127
Lang_60,2,1,1.0,0.584,0.0,0.584
Lang_62,2,1,0.75,0.7733,0.0,0.58
Lang_63,2,1,1.0,0.4527,0.0,0.4527
Lang_64,2,1,0.9048,0.0,0.0,0.0
Lang_65,3,3,0.9515,0.354733,0.0,0.3416
Lang_7,2,1,0.6667,0.4255,0.0,0.2837
Lang_8,3,3,1.0,0.513267,0.0,0.513267
Math_1,2,1,0.0,1.0,1.0,0.0
Math_100,2,1,1.0,0.5436,0.0,0.5436
Math_106,2,1,0.25,0.0,0.0,0.0
Math_12,2,1,1.0,0.0,0.0,0.0
Math_14,2,1,0.8571,1.0,1.0,0.8571
Math_15,2,1,1.0,0.4394,0.0,0.4394
Math_16,3,3,0.696967,0.311167,0.0,0.191567
Math_18,3,3,1.0,0.7145,0.0,0.7145
Math_21,3,3,1.0,0.720967,0.0,0.720967
Math_22,2,1,0.5,1.0,1.0,0.5
Math_23,3,3,0.933333,0.720233,0.0,0.663433
Math_24,2,1,1.0,0.9265,0.0,0.9265
Math_26,2,1,1.0,0.7335,0.0,0.7335
Math_28,4,6,0.833333,0.0,0.0,0.0
Math_29,2,1,1.0,0.3608,0.0,0.3608
Math_31,3,3,1.0,0.6667,0.0,0.6667
Math_35,2,1,0.0,0.7018,0.0,0.0
Math_36,2,1,0.5,0.0,0.0,0.0
Math_37,2,1,0.625,0.6609,0.0,0.413
Math_38,2,1,1.0,0.7204,0.0,0.7204
Math_4,2,1,0.3333,1.0,1.0,0.3333
Math_44,3,3,0.666667,0.313867,0.0,0.313867
Math_46,2,1,0.0,0.8144,0.0,0.0
Math_47,4,6,0.888883,0.484133,0.0,0.401217
Math_49,4,6,0.0,0.6206,0.0,0.0
Math_52,2,1,1.0,0.6231,0.0,0.6231
Math_54,2,1,1.0,0.4076,0.0,0.4076
Math_55,2,1,1.0,0.4553,0.0,0.4553
Math_6,12,66,0.868183,0.979542,0.924242,0.847726
Math_61,2,1,1.0,0.6732,0.0,0.6732
Math_62,2,1,1.0,0.7008,0.0,0.7008
Math_64,10,45,0.995556,0.517264,0.0,0.514496
Math_65,2,1,1.0,0.6543,0.0,0.6543
Math_66,6,15,1.0,0.580767,0.0,0.580767
Math_68,5,10,1.0,0.52729,0.0,0.52729
Math_7,2,1,0.7647,0.7462,0.0,0.5706
Math_71,2,1,1.0,1.0,1.0,1.0
Math_72,2,1,1.0,0.7545,0.0,0.7545
Math_76,2,1,0.1818,0.7214,0.0,0.1312
Math_77,2,1,1.0,1.0,1.0,1.0
Math_78,2,1,1.0,0.0,0.0,0.0
Math_81,3,3,1.0,0.6772,0.0,0.6772
Math_83,2,1,1.0,0.5566,0.0,0.5566
Math_84,2,1,1.0,0.0,0.0,0.0
Math_86,2,1,0.3333,0.5377,0.0,0.1792
Math_90,2,1,1.0,0.0,0.0,0.0
Math_92,3,3,0.928967,0.4278,0.0,0.396933
Math_93,3,3,0.629633,0.2198,0.0,0.170933
Math_98,2,1,1.0,1.0,1.0,1.0
Math_99,2,1,1.0,0.0,0.0,0.0
Mockito_10,3,3,1.0,0.532667,0.0,0.532667
Mockito_14,4,6,0.833333,0.847267,0.666667,0.6806
Mockito_15,2,1,1.0,0.8127,0.0,0.8127
Mockito_16,3,3,1.0,0.9501,0.666667,0.9501
Mockito_17,4,6,1.0,0.853317,0.666667,0.853317
Mockito_19,9,36,0.986111,0.933022,0.861111,0.919133
Mockito_2,3,3,1.0,0.0,0.0,0.0
Mockito_20,2,1,1.0,0.8296,0.0,0.8296
Mockito_21,2,1,0.9167,0.256,0.0,0.2346
Mockito_23,5,10,1.0,0.28305,0.0,0.28305
Mockito_25,5,10,1.0,0.40191,0.0,0.40191
Mockito_3,2,1,1.0,0.5714,0.0,0.5714
Mockito_30,2,1,1.0,1.0,1.0,1.0
Mockito_31,2,1,1.0,0.5805,0.0,0.5805
Mockito_32,2,1,1.0,0.7196,0.0,0.7196
Mockito_35,3,3,1.0,0.7587,0.0,0.7587
Mockito_36,2,1,1.0,0.0,0.0,0.0
Mockito_4,3,3,0.666667,0.696267,0.0,0.419667
Mockito_6,20,190,0.952632,0.7186,0.0,0.684561
Mockito_9,2,1,1.0,0.0,0.0,0.0
Time_1,2,1,1.0,1.0,1.0,1.0
Time_10,2,1,1.0,0.4485,0.0,0.4485
Time_12,4,6,0.666667,0.786933,0.666667,0.4536
Time_13,3,3,1.0,0.374333,0.0,0.374333
Time_2,3,3,1.0,0.855867,0.666667,0.855867
Time_23,2,1,1.0,0.4564,0.0,0.4564
Time_26,8,28,0.88095,0.860546,0.464286,0.758907
Time_3,10,45,0.5,0.6732,0.0,0.3366
Time_6,3,3,0.666667,0.0,0.0,0.0
Time_9,3,3,0.944433,0.2222,0.0,0.2037
